54,30
53,39
52,32
51,29
50,37
49,36
48,36
47,18
46,40
45,35
44,32
43,40
42,40
41,37
40,38
39,40
38,40
37,38
36,40
35,36
34,32
33,37
32,26
31,35
30,36
29,35
28,40
27,31
26,27
25,36
24,37
23,38
22,39
21,25
20,28
19,35
18,36
17,33
16,29
15,33
14,33
13,35
12,19
11,37
10,18
9,37
8,34
7,25
6,34
5,40
4,39
3,37
2,40
1,32
